,Name,Artist,Released,RYM Rating,Genres,Descriptors,Language,Track listing,Colorscheme,Num_of_RYM_Ratings
0,Room 25,Noname,14 September 2018,3.59,"Jazz Rap, Conscious Hip Hop
Neo-Soul, Jazz Poetry","female vocals,  introspective,  conscious,  poetic,  lush,  sexual,  bittersweet,  melodic,  uplifting,  mellow,  urban,  sentimental,  spiritual,  rhythmic,  political,  existential,  humorous,  soothing",English,"['Self', 'Blaxploitation', 'Prayer Song', 'Window', ""Don't Forget About Me"", 'Regal', 'Montego Bae', 'Ace', 'Part of Me', 'With You', 'no name']","['#cccccc', '#afaeaa', '#c9c9c8', '#9c9c9a', '#b7b7b7', '#d16524', '#7f7f81', '#bdbdbd', '#4b949b', '#79714c']",7436
0,Time Will Die and Love Will Bury It,Rolo Tomassi,2 March 2018,3.53,"Post-Hardcore, Mathcore
Post-Rock, Blackgaze, Post-Metal","female vocals,  anxious,  ethereal,  progressive,  eclectic,  heavy,  uncommon time signatures,  melancholic,  energetic,  dark,  existential,  passionate,  technical,  melodic,  aggressive",English,"['Towards Dawn', 'Aftermath', 'Rituals', 'The Hollow Hour', 'Balancing the Dark', 'Alma Mater', 'A Flood of Light', 'Whispers Among Us', 'Contretemps', 'Risen']","['#b5b4b4', '#9b9ba3', '#6a6979', '#9d9d9f', '#7c7b89', '#a4a3a4']",2304
0,Holy Hell,Architects,9 November 2018,3.47,"Metalcore
Djent, Post-Hardcore","male vocals,  death,  heavy,  passionate,  energetic,  introspective,  dark,  atmospheric,  longing,  bittersweet,  melancholic,  aggressive,  nocturnal",English,"['Death Is Not Defeat', 'Hereafter', 'Mortal After All', 'Holy Hell', 'Damnation', 'Royal Beggars', 'Modern Misery', 'Dying to Heal', 'The Seventh Circle', 'Doomsday', 'A Wasted Hymn']","['#7a7a7a', '#cccccc']",1407
0,Honey,Robyn,26 October 2018,3.44,"Dance-Pop, Electropop, House
Deep House, Ambient House, Nu-Disco, Synthpop, Progressive House","female vocals,  atmospheric,  sensual,  rhythmic,  warm,  love,  melodic,  sexual,  romantic,  ethereal,  futuristic,  longing,  bittersweet,  breakup,  passionate,  melancholic,  lush,  introspective,  playful",English,"['Missing U', 'Human Being', ""Because It's in the Music"", 'Baby Forgive Me', 'Send to Robin Immediately', 'Honey', 'Between the Lines', 'Beach 2K20', 'Ever Again']","['#da978f', '#9a4739', '#bb3623', '#bba597', '#7a5d3d', '#dfbda4']",3760
0,Safe in the Hands of Love,Yves Tumor,5 September 2018,3.61,"Neo-Psychedelia, Post-Industrial, Art Pop
Hypnagogic Pop, Art Pop, Experimental Rock, Trip Hop, Deconstructed Club","psychedelic,  eclectic,  surreal,  atmospheric,  dense,  dark,  sampling,  abstract,  noisy,  longing,  nocturnal,  introspective,  lonely,  avant-garde,  male vocals,  melodic,  alienation,  mysterious,  melancholic,  love,  anxious,  lush,  androgynous vocals,  chaotic,  ethereal,  LGBT,  depressive,  hypnotic,  rhythmic,  lethargic,  repetitive,  futuristic,  urban",English,"['Faith in Nothing Except in Salvation', 'Economy of Freedom', 'Honesty', 'Noid', 'Licking an Orchid', 'Lifetime', 'Hope in Suffering (Escaping Oblivion & Overcoming Powerlessness)', 'Recognizing the Enemy', 'All the Love We Have Now', 'Let the Lioness in You Flow Freely']","['#8d989c', '#214d58', '#6ea3d5', '#29767c', '#407c96']",9789
0,Golden Hour,Kacey Musgraves,30 March 2018,3.51,"Country Pop, Singer-Songwriter
Contemporary Country, Soft Rock, Dream Pop","warm,  mellow,  bittersweet,  love,  female vocals,  uplifting,  sentimental,  melancholic,  lush,  romantic,  melodic,  introspective,  peaceful,  poetic,  optimistic,  pastoral,  spring,  longing,  passionate,  soft,  soothing,  calm,  ethereal,  lonely,  anthemic,  atmospheric",English,"['Slow Burn', 'Lonely Weekend', 'Butterflies', 'Oh, What a World', 'Mother', 'Love Is a Wild Thing', 'Space Cowboy', 'Happy & Sad', 'Velvet Elvis', 'Wonder Woman', 'High Horse', 'Golden Hour', 'Rainbow']","['#169bc6', '#5daac8', '#fd8670', '#f3b292']",6603
0,Chris,Christine and the Queens,21 September 2018,3.36,"Synthpop
Electropop, Alternative R&B, Synth Funk, French Pop, Dance-Pop","LGBT,  playful,  love,  sexual,  boastful,  passionate,  energetic,  warm,  party,  summer,  lush,  male vocals,  sensual","French, English","['French Version', ""Comme si on s'aimait"", 'Damn, dis-moi', 'La marcheuse', ""Doesn't Matter (Voleur de soleil)"", '5 dols', 'Goya ! Soda !', 'Follarse', 'Machin-chose', 'Bruce est dans le brouillard', 'Le G', 'Les yeux mouillés', ""L'étranger (voleur d'eau)"", 'English Version', 'Comme si', 'Girlfriend', 'The Walker', ""Doesn't Matter"", '5 Dollars', 'Goya Soda', 'Damn (What Must a Woman Do)', ""What's-Her-Face"", 'Feel So Good', 'Make Some Sense', 'The Stranger']","['#a19690', '#868d7d', '#c1bd74', '#b8c0b1', '#bd9d8e']",1403
0,Persona,Rival Consoles,13 April 2018,3.42,"Microhouse, IDM
Ambient Techno, Tech House, Progressive Electronic","atmospheric,  instrumental,  rhythmic,  cold,  mysterious,  sampling,  soothing",,"['Unfolding', 'Persona', 'Memory Arc', 'Phantom Grip', 'Be Kind', 'I Think So', ""Sun's Abandon"", ""Dreamer's Wake"", 'Untravel', 'Rest', 'Hidden', 'Fragment']","['#a31403', '#909694', '#a8a8a8', '#be361e']",1421
0,POST-,Jeff Rosenstock,1 January 2018,3.36,"Power Pop, Indie Rock
Pop Punk","passionate,  anthemic,  melodic,  introspective,  political,  anxious,  male vocals,  conscious,  energetic,  rebellious,  sarcastic,  triumphant,  progressive,  angry,  alienation,  cold,  pessimistic,  protest,  existential,  melancholic,  ethereal,  sentimental,  depressive",English,"[""Mornin'!"", 'USA', 'Yr Throat', 'All This Useless Energy', 'Powerlessness', 'TV Stars', 'Melba', 'Beating My Head Against a Wall', '9/10', 'Let Them Win']","['#869fa3', '#95afb9', '#8d9997', '#4e5d62', '#a9b6bc', '#5c6e72']",5152
0,Joy as an Act of Resistance.,Idles,31 August 2018,3.71,"Post-Punk, Post-Hardcore
Punk Rock, Art Punk, Noise Rock","political,  aggressive,  energetic,  male vocals,  rebellious,  sarcastic,  LGBT,  conscious,  passionate,  raw,  anthemic,  angry,  humorous,  noisy,  rhythmic,  triumphant,  urban,  satirical,  playful,  uplifting",English,"['Colossus', 'Never Fight a Man With a Perm', ""I'm Scum"", 'Danny Nedelko', 'Love Song', 'June', 'Samaritans', 'Television', 'Great', 'Gram Rock', 'Cry to Me', 'Rottweiler']","['#bb9b84', '#524e4d', '#8d754f', '#a58554', '#bfc2c4', '#cfc3b3', '#aca9a7']",14233
0,I Loved You at Your Darkest,Behemoth,5 October 2018,3.89,"Black Metal, Death Metal
Melodic Black Metal","satanic,  male vocals,  ominous,  heavy,  aggressive,  anti-religious,  triumphant,  dark,  atmospheric,  occult,  sombre,  hateful,  rebellious,  melodic,  spiritual,  passionate,  philosophical,  history",,"['Solve', 'Wolves ov Siberia', 'God = Dog', 'Ecclesia Diabolica Catholica', 'Bartzabel', 'If Crucifixion Was Not Enough…', 'Angelvs XIII', 'Sabbath Mater', 'Havohej Pantocrator', 'Rom 5:8', 'We Are the Next 1000 Years', 'Coagvla']","['#7a7a7a', '#a79e95', '#c0b6aa', '#6a6c69']",15
0,Negative Capability,Marianne Faithfull,2 November 2018,3.56,"Singer-Songwriter, Chamber Folk
Chamber Pop","melancholic,  lonely,  sentimental,  female vocals",English,"['Misunderstanding', 'The Gypsy Faerie Queen', 'As Tears Go By', 'In My Own Particular Way', 'Born to Live', 'Witches Song', ""It's All Over Now, Baby Blue"", 'They Come at Night', ""Don't Go"", 'No Moon in Paris']","['#c8c4b4', '#f5dfb6', '#adaca0', '#ffae84', '#f48540', '#cd5e19']",391
0,Dirty Computer,Janelle Monáe,27 April 2018,3.48,"Contemporary R&B, Art Pop
Synth Funk, Alternative R&B, Conscious Hip Hop, Synthpop, Neo-Soul, Psychedelic Soul","sexual,  LGBT,  political,  female vocals,  playful,  concept album,  melodic,  uplifting,  conscious,  love,  hedonistic,  eclectic,  passionate,  optimistic,  triumphant,  futuristic,  lush,  energetic,  romantic,  boastful,  sensual,  science fiction,  rebellious,  rhythmic,  warm,  psychedelic",English,"['Dirty Computer', 'Crazy, Classic, Life', 'Take a Byte', ""Jane's Dream"", 'Screwed', 'Django Jane', 'Pynk', 'Make Me Feel', 'I Got the Juice', 'I Like That', ""Don't Judge Me"", ""Stevie's Dream"", 'So Afraid', 'Americans']","['#5b5980', '#5c2119', '#9c8e8b', '#8ca39d', '#e59c40', '#c0b4a5', '#e1841c', '#afc6be', '#bb052e', '#ed2973']",8451
0,Twin Fantasy,Car Seat Headrest,2 November 2011,3.76,"Slacker Rock
Singer-Songwriter, Noise Pop","LGBT,  lo-fi,  anxious,  passionate,  bittersweet,  concept album,  noisy,  raw,  lonely,  male vocals,  longing,  love,  introspective,  sad,  breakup,  melodic,  alienation,  melancholic,  drugs,  existential,  self-hatred,  sexual,  sentimental,  progressive,  death,  poetic,  depressive",English,"['My Boy (Twin Fantasy)', 'Beach Life-in-Death', 'Stop Smoking', 'Sober to Death', 'Nervous Young Inhumans', 'Bodys', 'Cute Thing', 'High to Death', 'Famous Prophets (Minds)', 'Twin Fantasy (Those Boys)']","['#7a7a7a', '#cccccc']",13121
0,Microshift,Hookworms,2 February 2018,3.16,"Neo-Psychedelia
Synthpop, Krautrock","uplifting,  rhythmic,  psychedelic,  male vocals,  energetic",,"['Negative Space', 'Static Resistance', 'Ullswater', 'The Soft Season', 'Opener', 'Each Time We Pass', 'Boxing Day', 'Reunion', 'Shortcomings']","['#ccb8aa', '#f96400', '#c8b5af', '#818181', '#d95700', '#ff7a20', '#d3bdb0', '#fd6b04']",1208
0,Cusp,Alela Diane,9 February 2018,3.35,"Contemporary Folk, Singer-Songwriter
Chamber Folk","female vocals,  melodic,  soft",English,"['Albatross', 'The Threshold', 'Moves Us Blind', 'Emigre', 'Never Easy', 'Song for Sandy', 'Buoyant', 'Ether & Wood', 'Yellow Gold', 'So Tired', 'Wild Ceaseless Song']","['#dbd0ba', '#cacacc', '#d6c3a3', '#c3a88a']",329
0,Cocoon Crush,Objekt,9 November 2018,3.28,"IDM, UK Bass
Glitch, Ambient, Deconstructed Club","futuristic,  atmospheric,  nocturnal,  instrumental,  abstract,  dense,  ominous,  psychedelic,  complex,  avant-garde,  urban",,"['Lost and Found (Lost Mix)', 'Dazzle Anew', '35', 'Nervous Silk', 'Deadlock', 'Rest Yr Troubles Over Me', 'Silica', 'Runaway', 'Secret Snake', 'Another Knot', 'Lost and Found (Found Mix)']","['#7a8b99', '#94848e', '#a099ab', '#bebac8']",969
0,You Won't Get What You Want,Daughters,26 October 2018,3.86,"Noise Rock, Industrial Rock
No Wave, Art Punk, Post-Hardcore, Post-Punk, Deathrock","anxious,  noisy,  dark,  dissonant,  male vocals,  manic,  heavy,  nihilistic,  ominous,  misanthropic,  pessimistic,  suspenseful,  cold,  apocalyptic,  disturbing,  angry,  dense,  atmospheric,  rhythmic,  aggressive,  chaotic,  scary,  nocturnal,  hateful,  mechanical,  violence,  surreal,  raw,  repetitive,  energetic,  poetic,  infernal,  serious,  passionate,  urban,  introspective,  longing",English,"['City Song', 'Long Road, No Turns', 'Satan in the Wait', 'The Flammable Man', 'The Lords Song', 'Less Sex', 'Daughter', 'The Reason They Hate Me', 'Ocean Song', 'Guest House']","['#7f8384', '#7c7e7d', '#c4c7c8', '#babcbb', '#acb6b5']",23049
0,Be the Cowboy,Mitski,17 August 2018,3.55,"Art Pop, Indie Rock
Chamber Pop, Indie Pop, Dream Pop, New Wave","introspective,  sentimental,  bittersweet,  melancholic,  female vocals,  lonely,  love,  romantic,  melodic,  eclectic,  lush,  anxious,  sad,  breakup,  atmospheric,  warm,  mellow,  poetic,  anthemic,  longing",English,"['Geyser', ""Why Didn't You Stop Me?"", 'Old Friend', 'A Pearl', 'Lonesome Love', 'Remember My Name', 'Me and My Husband', 'Come Into the Water', 'Nobody', 'Pink in the Night', 'A Horse Named Cold Air', 'Washing Machine Heart', 'Blue Light', 'Two Slow Dancers']","['#bbb7ba', '#a69988', '#dcb6ad', '#9e704f', '#543e27', '#939393', '#758384']",12158
0,Soil,serpentwithfeet,8 June 2018,3.69,"Alternative R&B, Art Pop
Gospel, Ambient Pop, UK Bass, Chamber Pop","LGBT,  romantic,  poetic,  passionate,  spiritual,  sensual,  futuristic,  introspective,  dense,  rhythmic,  love,  melodic,  male vocals,  breakup,  mellow,  sexual,  sentimental,  lush,  complex",,"['Whisper', 'Messy', 'Wrong Tree', 'Fragrant', 'Mourning Song', 'Cherubim', 'Seedless', 'Invoice', 'Waft', 'Slow Syrup', 'Bless ur Heart']","['#f7cc87', '#889ac2', '#6891cf', '#f1bd4d', '#c89633', '#b0842d', '#eac26a', '#7a550e', '#e5bc9c', '#d3ab32']",14
0,In a Poem Unlimited,U.S. Girls,16 February 2018,3.73,"Art Pop, Neo-Psychedelia, Psychedelic Pop
Space Disco, Alternative Dance, Hypnagogic Pop","female vocals,  psychedelic,  political,  lush,  melodic,  eclectic,  summer,  rhythmic,  passionate,  protest,  lonely,  warm,  rebellious,  angry,  abstract",,"['Velvet 4 Sale', 'Rage of Plastics', 'M.A.H.', 'Why Do I Lose My Voice When I Have Something to Say?', 'Rosebud', 'Incidental Boogie', 'L-Over', 'Pearly Gates', 'Poem', 'Traviata', 'Time']","['#ae5e57', '#724d47', '#469592', '#cbb69a', '#c37d63', '#dfe5b7']",33
0,Cocoa Sugar,Young Fathers,9 March 2018,3.36,"Indietronica, Neo-Soul
Experimental Hip Hop, Alternative R&B, Art Pop, Glitch Pop","eclectic,  abstract,  male vocals,  passionate,  Christian,  conscious,  urban,  cryptic,  sensual,  poetic,  energetic,  bittersweet,  rhythmic,  longing,  melancholic,  sparse,  serious,  avant-garde,  introspective",English,"['See How', 'Fee Fi', 'In My View', 'Turn', 'Lord', 'Tremolo', 'Wow', 'Border Girl', 'Holy Ghost', 'Wire', 'Toy', 'Picking You']","['#52857c', '#7f7e7c', '#868a8b', '#00155b']",3705
0,Freedom,Amen Dunes,30 March 2018,3.34,"Neo-Psychedelia, Singer-Songwriter
Heartland Rock, Psychedelic Folk","introspective,  psychedelic,  warm,  passionate,  dense,  male vocals,  lonely,  cryptic,  melancholic,  spiritual,  abstract,  desert,  sentimental,  minimalistic,  summer",English,"['Intro', 'Blue Rose', 'Time', 'Skipping School', 'Calling Paul the Suffering', 'Miki Dora', 'Satudarah', 'Believe', 'Dracula', 'Freedom', 'L.A.']","['#cbcbcb', '#888888', '#b5afb3', '#b2adb1', '#615b5f']",1895
0,Isolation,Kali Uchis,6 April 2018,3.64,"Neo-Soul, Contemporary R&B
Psychedelic Soul, Synth Funk, Sophisti-Pop, Alternative R&B","sensual,  lush,  female vocals,  warm,  sexual,  melodic,  love,  eclectic,  introspective,  tropical,  romantic,  bittersweet,  uplifting,  optimistic,  rhythmic,  psychedelic,  hypnotic,  mellow,  summer,  sentimental","English, Spanish","['Body Language (Intro)', 'Miami', 'Just a Stranger', 'Flight 22', 'Your Teeth in My Neck', 'Tyrant', 'Dead to Me', 'Nuestro planeta', 'In My Dreams', 'Gotta Get Up (Interlude)', 'Tomorrow', 'Coming Home (Interlude)', 'After the Storm', 'Feel Like a Fool', 'Killer']","['#22266d', '#8b6e50', '#bc9b7a', '#8f8ec7', '#0f80e0', '#702124', '#9e8e36', '#81513b', '#0c1687', '#9f9ebd']",9772
0,Springsteen on Broadway,Bruce Springsteen,14 December 2018,4.14,"Singer-Songwriter, Spoken Word, Acoustic Rock
Contemporary Folk, Heartland Rock","acoustic,  introspective,  monologue,  humorous,  male vocals,  passionate,  sentimental,  bittersweet,  optimistic,  concept album,  poetic,  uplifting",,"['Growin’ Up (Introduction)', 'Growin’ Up', 'My Hometown (Introduction)', 'My Hometown', 'My Father’s House (Introduction)', 'My Father’s House', 'The Wish (Introduction)', 'The Wish', 'Thunder Road (Introduction)', 'Thunder Road', 'The Promised Land (Introduction)', 'The Promised Land', 'Born in the U.S.A. (Introduction)', 'Born in the U.S.A.', 'Tenth Avenue Freeze-Out (Introduction)', 'Tenth Avenue Freeze-Out', 'Tougher Than the Rest (Introduction)', 'Tougher Than the Rest', 'Brilliant Disguise (Introduction)', 'Brilliant Disguise', 'Long Time Comin’ (Introduction)', 'Long Time Comin’', 'The Ghost of Tom Joad (Introduction)', 'The Ghost of Tom Joad', 'The Rising', 'Dancing in the Dark (Introduction)', 'Dancing in the Dark', 'Land of Hope and Dreams', 'Born to Run (Introduction)', 'Born to Run']","['#b7b7b7', '#9d9d9d', '#979797', '#b8b8b8', '#6e6e6e', '#a5a5a5', '#818181', '#acacac']",3
0,OIL OF EVERY PEARL'S UN-INSIDES,SOPHIE,15 June 2018,3.77,"Bubblegum Bass, Deconstructed Club
Art Pop, Wonky, Glitch Pop, Ambient, Ambient Pop, Hyperpop","female vocals,  LGBT,  futuristic,  mechanical,  noisy,  surreal,  chaotic,  dense,  playful,  androgynous vocals,  eclectic,  cold,  atmospheric,  abstract,  anxious,  energetic,  dark,  anthemic,  aquatic,  uplifting,  bittersweet,  ethereal,  introspective,  avant-garde,  lush,  heavy,  passionate",English,"[""It's Okay to Cry"", 'Ponyboy', 'Faceshopping', 'Is It Cold in the Water?', 'Infatuation', 'Not Okay', 'Pretending', 'Immaterial', 'Whole New World / Pretend World']","['#8d7350', '#c7c5b9', '#593c2a', '#9a8395', '#ab95ac', '#c3b5ac', '#908e91']",19470
0,Sparrow (Acoustic Sessions),Ashley Monroe,15 February 2019,3.45,"Contemporary Folk
Chamber Pop",,English,"['Orphan', 'Hands on You', 'Wild Love', 'Paying Attention', 'Keys to the Kingdom']","['#c5ad9a', '#8c7062', '#d6b196', '#bb9b82', '#6a5246', '#d7c5ad']",6
0,Tracyanne,Horowitz,March 2007,3.38,Indie Pop,,,"['Tracyanne', 'Animal Soup', 'Popkids of the World Unite!']","['#a7afa4', '#6c4c35', '#7b6b76', '#8e9396', '#828187', '#ad9394']",10
0,Jericho Sirens,Hot Snakes,16 March 2018,3.12,"Garage Punk, Post-Hardcore","energetic,  raw,  male vocals,  passionate,  aggressive,  noisy,  rebellious,  anxious,  angry,  death",,"['I Need a Doctor', 'Candid Cameras', ""Why Don't It Sink In?"", 'Six Wave Hold-Down', 'Jericho Sirens', 'Death Camp Fantasy', 'Having Another?', 'Death Doula', 'Psychoactive', 'Death of a Sportsman']","['#9b9e9d', '#4e5a56', '#94a3aa', '#7e7a6e', '#8b9c94', '#9e978d']",8
0,Remain in Light,Angélique Kidjo,8 June 2018,3.45,"Afro-Funk, Fon Music
Afrobeat, New Wave, Jazz-Funk","female vocals,  rhythmic,  energetic,  passionate,  melodic,  tribal,  political,  boastful,  playful",English,"['Born Under Punches', 'Crosseyed and Painless', 'The Great Curve', 'Once in a Lifetime', 'Houses in Motion', 'Seen and Not Seen', 'Listening Wind', 'The Overload']","['#7c7f7a', '#9496a3', '#7a7b7a', '#212457', '#2f338a', '#3c3b98']",652
0,Heaven and Earth,Kamasi Washington,22 June 2018,3.53,"Spiritual Jazz
Jazz Fusion, Soul Jazz, Post-Bop","spiritual,  uplifting,  epic,  concept album,  progressive,  lush,  atmospheric,  playful,  political,  male vocals,  instrumental,  dense,  female vocals,  complex,  psychedelic,  technical,  mellow,  passionate,  energetic",English,"['Earth', 'Fists of Fury', 'Can You Hear Him', 'Hub-Tones', 'Connections', 'Tiffakonkae', 'The Invincible Youth', 'Testify', 'One of One', 'Heaven', 'The Space Travelers Lullaby', 'Vi Lua Vi Sol', 'Street Fighter Mas', 'Song for the Fallen', 'Journey', 'The Psalmnist', 'Show Us the Way', 'Will You Sing']","['#2a477f', '#9198a2', '#5186ae', '#335592', '#4a6b94']",3259
0,Radyo Siwèl,Melissa Laveaux,2 February 2018,3.39,"Indie Pop, Art Pop
Folk Pop, French Caribbean Music","female vocals,  warm,  melodic",,"['Lè ma monte chwalmwen', 'Nan fon bwa', 'Angeli-ko', 'Kouzen', 'Simalo', 'Jolibwa', 'Tolalito', 'Twa fey', 'Legba na konsole', 'Lasirèn labalèn', 'Nibo', 'Panama mwentombe']","['#c8cbcc', '#cbcbcb', '#1175a6', '#409963', '#58454b', '#979797', '#dbbe96', '#ccaca5', '#158bbd', '#af676a']",96
0,Double Negative,Low,14 September 2018,3.6,"Ambient Pop, Glitch Pop
Drone, Post-Industrial, Slowcore, Electroacoustic, Dream Pop","atmospheric,  noisy,  melancholic,  ethereal,  male vocals,  surreal,  female vocals,  hypnotic,  sombre,  dissonant,  suspenseful,  ominous,  alienation,  longing,  mysterious,  abstract,  political,  avant-garde,  bittersweet,  complex,  psychedelic,  meditative",English,"['Quorum', 'Dancing and Blood', 'Fly', 'Tempest', 'Always Up', 'Always Trying to Work It Out', 'The Son, the Sun', 'Dancing and Fire', 'Poor Sucker', 'Rome (Always in the Dark)', 'Disarray']","['#bd9d9e', '#969495', '#b7b9b6', '#c09090']",6999
0,West Cross Timbers,Amanda Shires,27 January 2009,3.53,"Americana
Folk Pop",,,"['Upon Hearing Violins', 'Unwanted Things', 'I Kept Watch Like Doves (Murder Ballad)', 'Put Me to Bed', 'Mineral Wells', 'Angels and Acrobats', 'Rings and Chains', 'Days in Blankets', ""Keep Them Dogs From Barkin'"", 'Mariann Leola', 'Whispering']","['#8d8c87', '#9e9d98', '#b6b7a7', '#60624a', '#cdbd9b', '#8b9070']",14
0,(after),Mount Eerie,21 September 2018,3.92,"Singer-Songwriter, Indie Folk
Slowcore","sparse,  existential,  male vocals,  longing,  atmospheric,  melancholic,  sombre,  death,  love,  funereal,  serious,  raw,  sad,  acoustic,  autumn,  introspective,  lonely,  depressive,  poetic,  minimalistic,  cold,  nocturnal,  warm",English,"['Real Death', 'Seaweed', 'Ravens', 'When I Take Out the Garbage at Night', 'Emptiness Pt. 2', 'Soria Moria', 'Crow', 'Distortion', 'Now Only', 'Crow Pt. 2', '(remarks)', 'Tintin in Tibet']","['#267da8', '#183a53', '#7a7c7a', '#7e99b7', '#4faccb']",724
0,Daytona,Pusha T,27 July 2018,3.99,"Hardcore Hip Hop, Southern Hip Hop
Gangsta Rap","drugs,  crime,  sampling,  boastful,  male vocals,  aggressive,  urban,  dark,  violence,  serious,  nocturnal,  sombre,  rhythmic,  atmospheric,  cold",,"['If You Know You Know', 'The Games We Play', 'Hard Piano', 'Come Back Baby', 'Santeria', 'What Would Meek Do?', 'Infrared']","['#736363', '#988b83', '#a18e7f', '#9ea1a0', '#888e74']",118
0,The Woman in Red: Selections From the Original Motion Picture Soundtrack,"Stevie Wonder & Dionne Warwick
Film Soundtracks 1980-84",August 1984,2.62,"Film Soundtrack, R&B, Soul","female vocals,  romantic,  melodic,  love,  male vocals",English,"['Stevie Wonder - The Woman in Red', ""Dionne Warwick & Stevie Wonder - It's You"", ""Stevie Wonder - Instrumental / It's More Than You"", 'Stevie Wonder - I Just Called to Say I Love You', 'Stevie Wonder - Love Light in Flight', ""Dionne Warwick - Moments Aren't Moments"", 'Dionne Warwick & Stevie Wonder - Weakness', ""Stevie Wonder - Don't Drive Drunk""]","['#9996a1', '#6d6e72', '#a6a4a9', '#7a7a7a']",353
0,Some Rap Songs,Earl Sweatshirt,30 November 2018,3.88,"Abstract Hip Hop, Experimental Hip Hop
Jazz Rap, Glitch Hop, Drumless","lo-fi,  introspective,  death,  abstract,  sampling,  depressive,  male vocals,  deadpan,  lethargic,  sombre,  dark,  surreal,  drugs,  poetic,  lonely,  dense,  cryptic,  psychedelic,  hypnotic,  atmospheric,  serious,  rhythmic,  existential,  repetitive,  suicide,  avant-garde,  raw,  anxious,  melancholic,  eclectic",English,"['Shattered Dreams', 'Red Water', 'Cold Summers', 'Nowhere2go', 'December 24', 'Ontheway!', 'The Mint', 'The Bends', 'Loosie', 'Azucar', 'Eclipse', 'Veins', 'Playing Possum', 'Peanut', 'Riot!']","['#928f5a', '#5e3f22', '#d19960', '#adb38f', '#979996']",26118
0,All at Once,Screaming Females,23 February 2018,3.37,"Indie Rock, Garage Rock
Punk Rock","female vocals,  energetic,  melodic,  rhythmic,  cryptic,  passionate,  poetic,  anthemic,  introspective,  anxious,  rebellious,  bittersweet,  melancholic,  playful,  sarcastic,  quirky,  love",English,"['Glass House', 'Black Moon', ""I'll Make You Sorry"", 'Dirt', 'Agnes Martin', 'Deeply', 'Soft Domination', 'End of My Bloodline', 'Chamber for Sleep Pt. I', 'Chamber for Sleep Pt. II', 'Bird in Space', 'Fantasy Lens', 'My Body', 'Drop by Drop', 'Step Outside']","['#a9adae', '#8a939a', '#8d8789', '#6d7276', '#a5aeb0', '#565a63', '#a3aab2']",1409
0,Knock Knock,DJ Koze,4 May 2018,3.42,"House, Deep House
Downtempo, Microhouse, Nu-Disco, Deep House, Neo-Psychedelia, Instrumental Hip Hop","psychedelic,  warm,  lush,  uplifting,  rhythmic,  eclectic,  sampling,  summer,  mellow,  hypnotic,  melodic,  melancholic,  peaceful,  quirky,  atmospheric,  male vocals,  optimistic,  female vocals,  passionate,  bittersweet,  repetitive,  soothing","English, German","['Club Der Ewigkeiten', 'Bonfire', 'Moving in a Liquid', 'Colors of Autumn', 'Music on My Teeth', 'This Is My Rock', 'Illumination', 'Pick Up', 'Planet Hase', 'Scratch That', 'Muddy Funster', 'Baby (How Much I LFO You)', 'Jesus', 'Lord Knows', 'Seeing Aliens', 'Drone Me Up, Flashy']","['#afaaa7', '#928a99', '#dda886', '#665e8f', '#e0bda7', '#92809a']",2466
0,Glass,Alva Noto & Ryuichi Sakamoto,16 February 2018,3.34,"Ambient, Drone
Drone, Electroacoustic, Glitch","minimalistic,  cold,  suspenseful,  instrumental,  forest",,['Glass'],"['#cbcccc', '#b5aea2', '#a9a497', '#948e80', '#bfb6a7']",586
0,iridescence,BROCKHAMPTON,21 September 2018,3.23,"Experimental Hip Hop, Hardcore Hip Hop
Alternative R&B, Industrial Hip Hop, Pop Rap, Conscious Hip Hop, Art Pop","introspective,  aggressive,  LGBT,  male vocals,  eclectic,  bittersweet,  melancholic,  rhythmic,  noisy,  sampling,  lonely,  quirky,  conscious,  anxious,  self-hatred,  urban,  sentimental,  boastful,  energetic,  raw,  ensemble,  surreal,  passionate",English,"['New Orleans', 'Thug Life', 'Berlin', 'Something About Him', 'Where the Cash At', 'Weight', 'District', 'Loophole', 'Tape', ""J'ouvert"", 'Honey', 'Vivid', 'San Marcos', 'Tonya', 'Fabric']","['#010569', '#01a4ab', '#ce296d', '#dc7264']",14759
0,Ordinary Corrupt Human Love,Deafheaven,13 July 2018,3.52,"Blackgaze, Post-Metal
Post-Rock, Dream Pop","melancholic,  passionate,  male vocals,  atmospheric,  bittersweet,  longing,  melodic,  ethereal,  sentimental,  lonely,  sombre,  warm,  poetic,  uplifting,  love,  epic,  dense,  cryptic",English,"['You Without End', 'Honeycomb', 'Canary Yellow', 'Near', 'Glint', 'Night People', 'Worthless Animal']","['#ac9399', '#8a8b8d', '#a4a5a7', '#58595b', '#5f6062']",7774
0,Working Class Woman,Marie Davidson,5 October 2018,3.33,"Minimal Synth, Tech House, Techno
Spoken Word, EBM, Acid Techno, Post-Industrial","humorous,  sarcastic,  female vocals,  anxious,  mechanical,  alienation,  cold,  repetitive,  dark,  aggressive,  surreal,  scary,  ominous,  abstract,  satirical,  hypnotic,  nocturnal,  sensual,  conscious","English, French","['Your Biggest Fan', 'Work It', 'The Psychologist', 'Lara', 'Day Dreaming', 'The Tunnel', 'Workaholic Paranoid Bitch', 'So Right', 'Burn Me', 'La chambre intérieure']","['#8999a6', '#c8c8c7', '#b1b9bc', '#87a1b8', '#bfc7ca', '#6f8da7']",1162
